id,source,title,publication_date,section,page,length,byline,ent_countries,ent_places,ent_places_fr,ent_places_nl,ent_places_uk,n_entities,n_sentences,n_stopwords,n_tokens,n_unique_entities,n_words,pos_adj,pos_adp,pos_adv,pos_conj,pos_det,pos_noun,pos_num,pos_pron,pos_propn,pos_punct,pos_space,pos_verb,pos_x,unique_ent_countries,unique_ent_places,unique_ent_places_fr,unique_ent_places_nl,unique_ent_places_uk
leeuw_0117,Leeuwarder Courant,Europese Unie staat als één man tegenover Londen,2017-04-28,buitenland,6,351,FRANS BOOGARD,7,2,,,2,11,18,183,396,6,213,16,48,22,17,49,99,7,22,11,46,12,44,3,4,1,,,1
leeuw_0118,Leeuwarder Courant,Deutsche Bank ziet winst verdubbelen,2017-04-28,advertenties,12,201,,2,,,,,2,10,83,216,2,133,15,29,13,5,22,49,18,9,5,18,4,27,2,2,,,,
leeuw_0119,Leeuwarder Courant,Britse economie voelt effect brexit al,2017-04-29,economie,30,95,,2,,,,1,3,6,42,101,2,59,10,16,5,2,14,26,4,,3,10,,10,1,1,,,,1
leeuw_0120,Leeuwarder Courant,EU: Rutte wil te snel door met Britten,2017-05-01,voorpagina,1,1,,,,,,,,1,0,3,0,3,1,,,,,1,,,,,1,,,,,,,
leeuw_0121,Leeuwarder Courant,EU-leiders fluiten Mark Rutte terug over brexit,2017-05-01,in het nieuws,4,796,FRANS BOOGAARD,12,6,,,2,20,53,335,896,9,561,51,91,69,37,66,209,50,43,21,120,17,111,11,6,2,,,1
leeuw_0122,Leeuwarder Courant,Straatsburg,2017-05-02,in het nieuws,2,442,,2,7,,,1,10,23,195,460,4,265,29,57,32,21,54,103,10,29,9,36,10,58,12,1,2,,,1
leeuw_0123,Leeuwarder Courant,May boos over bemoeienis,2017-05-04,in het nieuws,6,301,,3,4,,,3,10,11,142,335,4,193,18,37,17,18,36,75,3,17,6,48,8,49,3,2,1,,,1
leeuw_0124,Leeuwarder Courant,Marokko het nieuwe walhalla voor 'fast fashion',2017-05-04,in het nieuws,8,742,WILLEMIJN DE KONING,23,3,,1,,27,40,337,848,18,511,45,98,61,36,69,209,21,56,13,115,22,100,3,14,3,,1,
leeuw_0125,Leeuwarder Courant,En als Fortuyn nou niet was vermoord?,2017-05-06,in het nieuws,4,1187,FRANK POORTHUIS,5,1,,2,,8,107,668,1437,4,769,103,130,116,76,106,268,58,131,32,186,23,206,2,1,1,,2,
leeuw_0126,Leeuwarder Courant,Britse rijken nog rijker in luwte voor brexit,2017-05-08,advertenties,10,124,,1,,,,,1,8,43,136,1,93,9,14,5,5,13,34,11,4,4,17,4,16,,1,,,,
leeuw_0127,Leeuwarder Courant,DE ECONOMISCHE GROEI BREEKT DOOR,2017-05-11,advertenties,10,148,,,,,2,,2,12,69,172,2,103,8,14,20,8,15,38,5,8,4,21,5,26,,,,,2,
leeuw_0128,Leeuwarder Courant,Brexit is risico voor Harlinger visserij,2017-05-11,regio,26,133,,1,5,,,,6,9,60,143,2,83,9,19,10,4,16,35,,4,6,14,4,20,2,1,1,,,
leeuw_0129,Leeuwarder Courant,Fake news: oprukkend probleem of hype?,2017-05-11,algemeen,36,1300,TEKST TSJOMME DIJKSTRA,1,1,4,3,,9,83,635,1480,6,845,74,155,84,67,137,309,26,114,25,197,46,232,14,1,1,2,2,
leeuw_0130,Leeuwarder Courant,Brexit en pensioenen rem,2017-05-12,economie,12,412,FRANS BOOGAARD,7,3,,,,10,22,180,455,4,275,30,56,26,22,45,111,22,21,2,53,13,51,3,3,1,,,
leeuw_0131,Leeuwarder Courant,Frankfurt profiteert meest van brexit,2017-05-16,economie,12,79,,1,,,1,1,3,5,34,84,3,50,7,11,3,5,13,25,1,2,4,5,,6,2,1,,,1,1
leeuw_0132,Leeuwarder Courant,Blijft brexit toch de uitzondering?,2017-05-16,algemeen,18,749,,7,,1,,2,10,47,377,836,7,459,61,87,60,39,86,181,8,58,22,91,23,114,6,5,,1,,1
leeuw_0133,Leeuwarder Courant,Europa draait door,2017-05-17,in het nieuws,2,419,SASKIA VAN WESTHREENEN,4,2,,3,,9,27,214,464,5,250,23,55,39,21,54,110,9,22,9,42,16,56,8,2,1,,2,
leeuw_0134,Leeuwarder Courant,Stertil mikt op zware hefbrug,2017-05-18,economie,12,491,RENÉ VAN BAAL,8,1,,,,9,31,223,541,6,318,32,66,30,22,53,136,18,26,11,59,14,66,8,5,1,,,
leeuw_0135,Leeuwarder Courant,Noorden 'ongevoelig' voor brexit,2017-05-18,economie,12,379,DICK OFFRINGA,5,,,5,,10,20,154,403,5,249,30,44,14,18,43,105,8,13,9,48,14,51,6,3,,,2,
leeuw_0136,Leeuwarder Courant,NAVO siddert voor komst twitterpresident,2017-05-20,in het nieuws,10,430,FRANS BOOGAARD BOB VAN HUET,3,2,,,,5,25,204,487,3,283,33,38,43,27,39,107,9,34,9,66,9,66,7,2,1,,,
leeuw_0137,Leeuwarder Courant,Britse minister dreigt EU over vergoeding,2017-05-22,in het nieuws,6,96,,2,,,,,2,4,46,112,1,66,2,13,4,4,18,28,6,2,8,13,1,10,3,1,,,,
leeuw_0138,Leeuwarder Courant,EU in startblokken voor gesprekken over brexit,2017-05-23,in het nieuws,6,249,,1,1,,,,2,18,116,282,2,166,13,34,17,10,25,54,10,25,6,37,8,42,1,1,1,,,
leeuw_0139,Leeuwarder Courant,Tusken it nasjonalisme en it neat,2017-05-26,vrijdag,8,1389,Sietse de Vries,2,10,,10,,22,153,387,1873,8,1486,117,164,73,73,105,599,20,90,85,252,39,232,24,2,4,,2,
leeuw_0140,Leeuwarder Courant,Voorsprong Theresa May op Labour slinkt,2017-05-29,in het nieuws,6,339,,1,,,,3,4,22,170,399,2,229,23,50,28,14,52,105,9,17,7,41,12,40,1,1,,,,1
leeuw_0141,Leeuwarder Courant,May: geen vertraging start brexit-gesprekken,2017-05-30,in het nieuws,4,139,,,,,,1,1,10,80,172,1,92,9,26,9,4,23,40,5,10,1,17,4,23,1,,,,,1
leeuw_0142,Leeuwarder Courant,Merkel proost op Europa...,2017-05-30,in het nieuws,10,856,MARK VAN ASSEN,13,4,,,,17,68,494,1091,9,597,74,88,108,64,89,202,12,87,28,162,27,142,8,6,3,,,
leeuw_0143,Leeuwarder Courant,'Leugenaar' May voelt hete adem van Labour,2017-06-01,in het nieuws,6,823,GEERT LANGENDORFF,2,1,,,2,5,59,373,941,4,568,59,115,54,35,94,223,16,50,23,119,26,121,6,1,1,,,2
leeuw_0144,Leeuwarder Courant,Premier May verzwakt Britse verkiezingen in,2017-06-06,in het nieuws,6,474,,,1,,,,1,28,223,536,1,313,47,63,31,30,51,120,14,28,8,61,18,63,2,,1,,,
leeuw_0145,Leeuwarder Courant,Derde terrorist Londen Marokkaanse Italiaan,2017-06-07,in het nieuws,6,448,,10,3,,,4,17,30,214,510,12,296,41,69,19,22,58,115,9,32,15,49,14,63,4,7,3,,,2
leeuw_0146,Leeuwarder Courant,Theresa May voelt hete adem Corbyn in haar nek,2017-06-07,in het nieuws,6,864,SUSE VAN KLEEF,2,1,,,2,5,62,438,983,4,545,81,115,77,47,102,228,21,56,9,99,26,120,2,1,1,,,2
leeuw_0147,Leeuwarder Courant,'Labour heeft me in de steek gelaten',2017-06-07,in het nieuws,6,865,GEERT LANGENDORFF,,1,,,3,4,69,444,1068,4,624,46,118,69,46,90,219,20,96,23,177,24,135,5,,1,,,3
leeuw_0148,Leeuwarder Courant,Jonge Britse kiezers kunnen May onttronen,2017-06-08,in het nieuws,6,396,GEERT LANGENDORFF,3,,,,,3,33,181,478,2,297,30,46,32,11,48,90,3,31,10,84,16,73,4,2,,,,
leeuw_0149,Leeuwarder Courant,Miljardenpotje voor Europese defensie raakt langzaam gevuld,2017-06-08,in het nieuws,8,276,,1,,,,,1,15,101,271,1,170,21,31,14,13,28,65,24,3,2,24,5,38,3,1,,,,
leeuw_0150,Leeuwarder Courant,Exitpolls duiden op exit premier May,2017-06-09,in het nieuws,4,449,,,1,,,,1,29,214,501,1,287,39,67,30,15,53,111,18,24,6,48,14,72,4,,1,,,
leeuw_0151,Leeuwarder Courant,May verzwakt naar brexit-gesprekken,2017-06-10,voorpagina,1,98,,,1,,,,1,7,42,107,1,65,7,9,9,6,8,23,5,9,1,11,4,15,,,1,,,
leeuw_0152,Leeuwarder Courant,Unionisten reddingsboei Conservatieven,2017-06-10,in het nieuws,6,415,GERBEN VAN 'T HOF,13,,,,,13,24,191,463,6,272,30,54,34,14,61,126,11,14,12,51,12,41,3,6,,,,
leeuw_0153,Leeuwarder Courant,May als aangeschoten wild verder,2017-06-10,in het nieuws,6,666,SUSE VAN KLEEF,5,,,,,5,42,338,783,3,445,50,76,46,37,73,155,16,67,15,100,19,123,6,3,,,,
leeuw_0154,Leeuwarder Courant,"'Alsof ze doof en blind is, May snapt het niet'",2017-06-12,in het nieuws,4,448,,,2,,,1,3,28,229,500,2,271,38,47,33,27,43,105,1,45,7,57,13,81,3,,1,,,1
leeuw_0155,Leeuwarder Courant,Premier May door het stof om 'puinhoop' na verkiezingen,2017-06-13,in het nieuws,6,224,,,,,,,,11,105,239,0,134,17,27,10,10,28,52,3,19,2,29,6,35,1,,,,,
leeuw_0156,Leeuwarder Courant,'Deur voor Britten naar Europese Unie staat nog open',2017-06-14,in het nieuws,6,249,,1,1,,,1,3,13,111,262,3,151,16,22,17,13,28,62,3,17,7,28,5,41,3,1,1,,,1
leeuw_0157,Leeuwarder Courant,Slenteren en zoeken,2017-06-16,vrijdag,4,746,Joep van Ruiten,1,4,1,2,,8,44,361,850,4,489,66,106,51,45,85,190,22,44,25,84,21,105,6,1,1,1,1,
leeuw_0158,Leeuwarder Courant,Brexit-gesprekken beginnen maandag,2017-06-16,in het nieuws,6,75,,1,1,,,,2,4,31,80,2,49,6,10,1,5,11,19,7,4,2,7,,7,1,1,1,,,
leeuw_0159,Leeuwarder Courant,Beschadigde May strompelt naar uitgang,2017-06-19,in het nieuws,6,656,GEERT LANGENDORFF 'May is een slang voor wie het hellevuur wacht',,1,,,4,5,45,326,751,3,425,32,106,23,33,81,178,8,61,22,81,16,108,2,,1,,,2
leeuw_0160,Leeuwarder Courant,Opstelling Britten bij overleg over brexit is nog altijd een raadsel,2017-06-19,in het nieuws,6,442,FRANS BOOGAARD,2,3,,,,5,45,223,556,2,333,37,44,55,29,45,104,17,37,11,88,18,69,2,1,1,,,
leeuw_0161,Leeuwarder Courant,'Jaguar werft duizenden technici',2017-06-19,economie,10,138,,1,,,,,1,8,49,139,1,90,8,16,7,4,18,33,2,3,12,11,4,19,2,1,,,,
leeuw_0162,Leeuwarder Courant,Beurs in teken brexit,2017-06-19,economie,10,175,,2,,,1,,3,9,83,185,2,102,7,31,10,6,27,50,2,5,7,14,5,18,3,1,,,1,
leeuw_0163,Leeuwarder Courant,Verdeeld huis,2017-06-20,in het nieuws,2,445,ATZE JAN DE VRIES,6,3,,,1,10,36,235,489,4,254,28,57,37,22,62,103,8,30,11,46,13,67,5,2,1,,,1
leeuw_0164,Leeuwarder Courant,Bankroet van de democratie,2017-06-20,advertenties,18,102,Wim van Bussel.Wjelsryp,,,,,,,8,66,127,0,61,13,11,7,12,10,21,,16,3,13,,18,3,,,,,
leeuw_0165,Leeuwarder Courant,Troonrede toont onzekerheid Britse regering,2017-06-22,in het nieuws,6,403,SUSE VAN KLEEF,1,,,,,1,27,209,464,1,255,32,48,26,23,60,101,8,29,10,55,9,56,7,1,,,,
leeuw_0166,Leeuwarder Courant,JPMorgan overweegt uitbreiding Amsterdam,2017-06-22,economie,12,136,,1,2,,2,1,6,6,65,147,4,82,10,25,6,3,13,43,3,7,3,10,2,21,1,1,1,,1,1
leeuw_0167,Leeuwarder Courant,Rutte toont openlijk afkeer van brexit,2017-06-23,in het nieuws,4,463,,11,2,,,2,15,28,229,577,11,348,40,62,30,27,59,133,13,28,14,85,12,67,7,9,1,,,1
leeuw_0168,Leeuwarder Courant,Ga strijd weer aan voor eerlijk delen,2017-06-26,economie,10,446,"JOOP VAN DEN BERG PvdA, oud-lid Tweede Kamer",2,,,,,2,35,186,498,2,312,30,51,30,22,48,127,1,30,19,78,13,47,2,2,,,,
leeuw_0169,Leeuwarder Courant,Duitse banken rekenen op veel 'brexit'-banen,2017-06-26,economie,10,171,,1,,,,,1,7,78,181,1,103,15,25,8,10,18,43,6,11,5,13,4,18,5,1,,,,
leeuw_0170,Leeuwarder Courant,May: EU-burgers mogen na brexit blijven,2017-06-27,in het nieuws,6,381,GERBEN VAN 'T HOF,4,1,,,2,7,26,172,442,4,270,23,46,28,17,41,90,14,31,11,61,11,62,7,2,1,,,1
leeuw_0171,Leeuwarder Courant,'Bonusplafond kan veel banen schelen',2017-06-27,economie,12,97,,3,,,,1,4,5,43,103,2,60,6,15,6,5,8,27,5,6,1,8,1,13,2,1,,,,1
leeuw_0172,Leeuwarder Courant,Krakend Koninkrijk,2017-06-28,in het nieuws,2,433,"ROELAND SPREY , commentaar@lc.nl",8,,,,3,11,23,196,458,7,262,26,59,27,15,44,112,3,31,11,43,10,73,4,5,,,,2
leeuw_0173,Leeuwarder Courant,'Nije feemerk ek de modernste',2017-06-28,economie,12,498,AAN DIRK VAN DER MEUELN,1,,7,3,,11,38,243,590,8,347,28,56,48,27,65,140,6,25,11,90,17,73,4,1,,4,3,
leeuw_0174,Leeuwarder Courant,'Brits vangstverbod desastreus voor ons',2017-07-03,economie,10,134,,,,,,,,8,66,148,0,82,14,16,12,5,16,25,7,8,3,17,4,20,1,,,,,
leeuw_0175,Leeuwarder Courant,Dertien bedrijven komen uit Londen,2017-07-03,economie,10,135,,5,,,,1,6,8,73,165,3,92,6,18,13,3,12,30,6,16,5,26,4,25,1,2,,,,1
leeuw_0176,Leeuwarder Courant,'Amsterdam op lijst vestiging BlackRock',2017-07-05,economie,12,103,,1,2,,2,1,6,7,40,103,5,63,11,15,6,4,10,29,2,1,2,10,,11,2,1,2,,1,1
leeuw_0177,Leeuwarder Courant,Nieuwe bestemming boerengeld,2017-07-05,economie,12,517,AAN DIRK VAN DER MEULEN,7,4,,,,11,26,225,558,5,333,49,66,45,31,49,130,5,24,22,57,13,67,,4,1,,,
leeuw_0178,Leeuwarder Courant,'Wijn is een krankzinnig oneindig onderwerp',2017-07-07,vrijdag,10,885,Jos van der Burg,4,4,,,,8,58,486,1064,5,578,60,94,79,65,86,192,18,111,17,135,25,180,2,3,2,,,
leeuw_0179,Leeuwarder Courant,Brexit biedt ook nieuwe kansen,2017-07-07,advertenties,20,688,ULKE VEERSMA,8,2,,1,1,12,38,355,741,8,386,58,95,74,26,100,159,16,24,19,67,15,74,14,5,1,,1,1
leeuw_0180,Leeuwarder Courant,Europa laakt Groot-Brittannië,2017-07-11,in het nieuws,10,345,FRANS BOOGAARD,6,1,,,,7,14,162,364,3,202,27,50,29,16,39,79,5,23,9,39,6,41,1,2,1,,,
leeuw_0181,Leeuwarder Courant,Nieuwbouw op Amsterdamse Zuidas bij komst EU-agentschap,2017-07-12,in het nieuws,4,249,,2,2,,1,1,6,14,107,281,5,174,14,33,13,8,35,68,7,6,5,47,7,36,2,1,2,,1,1
leeuw_0182,Leeuwarder Courant,Eisen EU voor deal brexit 'buitensporig',2017-07-12,in het nieuws,6,63,,1,,,,,1,4,30,76,1,46,3,6,1,2,7,11,,7,7,15,,13,4,1,,,,
leeuw_0183,Leeuwarder Courant,Aristocraat bedreigt tegenstander brexit,2017-07-12,in het nieuws,6,64,,,,,,1,1,4,22,73,1,51,5,11,1,1,7,15,3,4,4,11,2,9,,,,,,1
leeuw_0184,Leeuwarder Courant,Hoopvol signaal,2017-07-13,in het nieuws,2,418,"AAN DIRK VAN DER MEULEN , commentaar@lc.nl",8,7,,,,15,20,185,438,8,253,30,54,29,25,49,108,13,17,9,36,12,54,2,3,5,,,
leeuw_0185,Leeuwarder Courant,'Paardenfluisteraar' Macron temt Trump,2017-07-15,in het nieuws,6,447,BOB VAN HUËT,2,4,,,1,7,31,198,500,4,302,45,53,31,27,46,113,5,23,15,59,11,67,5,2,1,,,1
leeuw_0186,Leeuwarder Courant,Ook Britse kiezer twijfelt steeds meer over brexit,2017-07-18,in het nieuws,4,299,BOB VAN HUËT,1,1,,,,2,19,155,358,2,203,27,39,36,17,33,79,4,17,9,34,9,48,6,1,1,,,
leeuw_0187,Leeuwarder Courant,'Citigroup kiest voor Frankfurt na brexit',2017-07-19,economie,12,123,,,,,,3,3,6,49,125,1,76,10,16,10,4,12,33,5,2,9,11,2,11,,,,,,1
leeuw_0188,Leeuwarder Courant,EU wil meer duidelijkheid van Britten,2017-07-21,in het nieuws,6,415,SUSE VAN KLEEF,5,1,,,,6,26,210,459,4,249,32,47,30,20,46,86,14,31,7,61,11,69,5,3,1,,,
leeuw_0189,Leeuwarder Courant,Small world 29,2017-07-22,advertenties,2,487,BONNE STIENSTRA,1,,1,,,2,35,309,668,2,359,35,40,54,40,43,101,4,86,16,127,21,93,8,1,,1,,
leeuw_0190,Leeuwarder Courant,MarketAxess kiest voor Amsterdam na brexit,2017-07-24,algemeen,10,143,,,,,4,,4,8,63,143,1,80,10,20,4,5,19,40,6,5,4,11,3,14,2,,,,1,
leeuw_0191,Leeuwarder Courant,Japanse bank lonkt naar Amsterdam,2017-08-01,advertenties,10,127,,3,,,1,,4,8,52,132,3,80,7,20,5,4,12,35,4,4,7,15,1,18,,2,,,1,
leeuw_0192,Leeuwarder Courant,Bijna ieder land aast op medicijnenwaakhond EU,2017-08-02,in het nieuws,4,469,,29,18,,1,1,49,30,164,515,41,351,40,47,17,16,54,137,13,15,12,97,13,50,4,21,18,,1,1
leeuw_0193,Leeuwarder Courant,Royal Bank of Scotland wil terug,2017-08-05,economie,30,142,,1,,,2,,3,10,66,152,2,86,7,21,11,4,17,42,7,7,4,12,,19,1,1,,,1,
leeuw_0194,Leeuwarder Courant,Londen wil 40 miljard voor brexit betalen,2017-08-07,in het nieuws,8,275,,11,1,,,1,13,14,134,299,6,165,13,49,17,10,39,75,10,10,13,21,7,34,1,4,1,,,1
leeuw_0195,Leeuwarder Courant,Londen ontkent 40 miljard voor brexit,2017-08-08,in het nieuws,4,85,,1,1,,,1,3,5,35,93,3,58,5,13,4,2,13,22,6,1,5,8,1,11,2,1,1,,,1
leeuw_0196,Leeuwarder Courant,'Ik beschouw mezelf als een geluksvogel',2017-08-14,in het nieuws,8,1498,JAN HOEDEMAN,2,1,,4,,7,127,957,1916,6,959,93,173,176,86,129,303,35,253,30,276,50,299,13,2,1,,3,
leeuw_0197,Leeuwarder Courant,Brexit begint al pijn te doen,2017-08-19,economie,30,374,SANDER VAN MERSBERGEN,12,,,,,12,27,176,432,5,256,29,54,22,13,43,102,24,27,13,48,11,46,,5,,,,
leeuw_0198,Leeuwarder Courant,Slappe brexitvoorstellen wekken irritatie,2017-08-26,in het nieuws,8,469,SUSE VAN KLEEF,6,1,,,1,8,31,217,541,5,324,42,53,29,23,75,123,8,25,6,64,12,74,7,3,1,,,1
leeuw_0199,Leeuwarder Courant,Labour wil langer in interne markt blijven,2017-08-28,in het nieuws,8,150,,1,,,,,1,9,68,158,1,90,11,16,10,9,17,37,3,10,5,11,4,25,,1,,,,
leeuw_0200,Leeuwarder Courant,Irritaties druipen eraf in brexit-overleg,2017-08-29,in het nieuws,4,290,FRANS BOOGAARD,1,3,,,3,7,18,147,353,3,206,26,33,28,12,44,78,5,25,7,47,8,36,4,1,1,,,1
leeuw_0201,Leeuwarder Courant,'Praten over brexit schiet niets op',2017-09-01,in het nieuws,4,394,,2,1,,,2,5,16,191,432,4,241,26,49,29,23,33,79,14,42,1,60,9,61,6,2,1,,,1
leeuw_0202,Leeuwarder Courant,May weigert zichzelf als tussenpaus te zien,2017-09-01,in het nieuws,8,249,,3,,,,,3,13,143,290,2,147,11,34,23,23,25,54,6,24,5,27,5,48,5,2,,,,
leeuw_0203,Leeuwarder Courant,Blair: brexit is nog steeds te vermijden,2017-09-11,in het nieuws,4,167,,2,,,,,2,7,76,191,2,115,16,18,12,9,23,39,3,8,3,28,4,27,1,2,,,,
leeuw_0204,Leeuwarder Courant,Japanse bank naar Amsterdam na brexit,2017-09-14,economie,12,113,,,,,3,2,5,7,39,115,2,76,9,14,6,3,9,33,2,3,8,11,4,13,,,,,1,1
leeuw_0205,Leeuwarder Courant,Voorzet voor meer EU,2017-09-15,in het nieuws,2,441,ATZE JAN DE VRIES,10,2,,,,12,31,201,480,11,279,45,49,30,25,47,109,7,25,7,54,16,63,3,9,2,,,
leeuw_0206,Leeuwarder Courant,Groen licht merk brexit,2017-09-18,advertenties,12,120,,,,,,,,7,58,139,0,81,7,16,5,8,15,39,1,5,3,18,3,18,1,,,,,
leeuw_0207,Leeuwarder Courant,Britse ondernemers: drie jaar tijd na brexit,2017-09-18,advertenties,12,116,,,,,,,,5,58,122,0,64,4,15,11,7,17,25,4,2,2,8,3,20,4,,,,,
leeuw_0208,Leeuwarder Courant,Holle dinsdag in september,2017-09-19,voorpagina,1,514,SASKIA VAN WESTHREENEN,4,,,3,,7,35,244,618,3,374,31,77,40,19,67,155,24,30,18,76,21,57,3,2,,,1,
leeuw_0209,Leeuwarder Courant,Angela Merkel: Mijn emoties tellen niet,2017-09-23,in het nieuws,6,750,,4,,,,,4,62,399,887,2,488,52,75,68,43,75,171,13,97,17,120,21,127,8,2,,,,
leeuw_0210,Leeuwarder Courant,Britse grenzen nog even open na brexit,2017-09-23,in het nieuws,6,462,GEERT LANGENDORFF,5,6,,,1,12,21,202,491,4,289,36,71,19,16,47,115,10,28,13,59,9,65,3,1,2,,,1
leeuw_0211,Leeuwarder Courant,Luchtkastelen van Jean-Claude Juncker,2017-09-25,advertenties,14,670,ROB BOUDEWIJN,12,2,,,,14,30,324,716,13,392,62,78,51,41,71,155,15,36,17,68,15,99,8,11,2,,,
leeuw_0212,Leeuwarder Courant,Reining staakt ritten op Engeland: onveilig,2017-09-26,economie,12,235,,7,1,,1,,9,20,107,261,5,154,11,36,23,10,21,64,7,12,4,34,8,31,,3,1,,1,
leeuw_0213,Leeuwarder Courant,Echt voorstel voor brexit blijft uit,2017-09-26,algemeen,18,668,ULKE VEERSMA,7,5,,,,12,40,355,753,8,398,51,79,61,41,80,158,6,50,16,79,16,105,11,6,2,,,
leeuw_0214,Leeuwarder Courant,Colin Firth wordt Italiaan vanwege brexit,2017-09-26,cultuur,30,87,,2,,,,,2,6,37,100,2,63,6,8,7,4,11,25,2,2,6,11,3,15,,2,,,,
leeuw_0215,Leeuwarder Courant,'Met Theresa May is het afgelopen',2017-10-05,advertenties,8,531,GEERT LANGENDORFF,3,,,,2,5,43,247,653,5,406,35,78,26,12,57,149,6,52,23,113,16,85,1,3,,,,2
leeuw_0216,Leeuwarder Courant,Economisch hoogtij nekt budgetvliegers,2017-10-05,economie,12,456,HERMAN STIL,,3,,,,3,25,213,497,2,284,32,53,35,28,47,113,7,37,2,53,12,73,5,,2,,,
leeuw_0217,Leeuwarder Courant,LOGOSTIEK,2017-10-07,advertenties,36,314,ASING WALTHAUS,2,,,,,2,23,152,371,2,219,28,33,27,13,47,72,3,24,8,52,5,58,1,2,,,,
leeuw_0218,Leeuwarder Courant,Brexitoverleg op punt van mislukken,2017-10-13,advertenties,6,399,FRANS BOOGAARD,2,2,,,3,7,22,201,468,3,267,31,40,45,27,48,111,6,27,9,53,11,59,1,1,1,,,1
leeuw_0219,Leeuwarder Courant,Pessimisme groeit over brexitonderhandelingen,2017-10-14,advertenties,12,626,BAS SOETENHORST,10,,,,3,13,35,271,659,8,388,46,82,27,26,80,163,7,35,21,69,18,81,4,7,,,,1
leeuw_0220,Leeuwarder Courant,ONMISBARE SCHAKEL,2017-10-14,weekend,28,1035,,12,,,,,12,61,487,1152,9,665,99,103,71,72,101,255,14,87,20,131,37,156,6,9,,,,
leeuw_0221,Leeuwarder Courant,Keer referendum over 'Sleepwet',2017-10-17,algemeen,18,623,EGBERT DOMMERING NICO VAN EIJK,1,1,,,,2,30,314,656,2,342,46,82,39,33,90,135,10,28,17,53,22,90,11,1,1,,,
leeuw_0222,Leeuwarder Courant,Beïnvloeding kiezers baart Remkes zorgen,2017-10-19,in het nieuws,4,210,,2,,,,,2,13,102,229,2,127,17,23,20,8,24,50,2,15,3,27,4,34,2,2,,,,
leeuw_0223,Leeuwarder Courant,'Oom Xi' duldt geen oppositie,2017-10-19,in het nieuws,10,757,BOB VAN HUËT,14,3,,,,17,52,356,828,4,472,66,85,45,46,73,195,20,63,27,74,19,111,4,3,1,,,
leeuw_0224,Leeuwarder Courant,Doorbraak over brexit blijft uit op EU-top,2017-10-21,in het nieuws,8,238,,,1,,,1,2,15,121,274,2,153,18,32,20,11,31,64,5,16,9,23,8,36,1,,1,,,1
leeuw_0225,Leeuwarder Courant,Waarom we niet innoveren,2017-10-21,advertenties,38,824,WILBERT ELTING,1,1,,1,,3,71,476,1041,3,565,60,88,101,57,72,178,12,109,14,162,27,148,13,1,1,,1,
leeuw_0226,Leeuwarder Courant,Londen vreest vertrek bedrijven door brexit,2017-10-24,advertenties,6,95,,,,,,1,1,4,49,108,1,59,4,15,3,4,12,26,1,9,4,13,2,15,,,,,,1
leeuw_0227,Leeuwarder Courant,AEX staat weer historisch hoog,2017-10-28,economie,34,386,SANDER VAN MERSBERGEN,3,,,,,3,27,196,441,3,245,24,53,31,21,55,104,19,19,5,40,10,52,8,3,,,,
leeuw_0228,Leeuwarder Courant,Raad van State: 'Kabinet neemt financiële risico's',2017-11-04,in het nieuws,8,374,,,,,,,,19,167,409,0,242,28,45,29,21,50,88,13,12,6,42,11,56,8,,,,,
leeuw_0229,Leeuwarder Courant,DESIGN VAN DE TOEKOMST IN LONDEN,2017-11-04,woco,12,950,TEKST SUZANNE DIJKSTRA,3,8,,3,5,19,57,419,1041,12,622,88,111,80,49,94,243,11,63,47,112,25,110,8,3,4,,3,2
leeuw_0230,Leeuwarder Courant,'Kantoormarkt lijdt onder brexit',2017-11-04,advertenties,36,143,,,1,,1,1,3,10,65,162,3,97,12,15,11,7,12,34,5,9,3,27,5,21,1,,1,,1,1
leeuw_0231,Leeuwarder Courant,'Uitblijven deal slecht voor Britse economie',2017-11-06,advertenties,12,143,,1,,,,,1,6,77,164,1,87,15,21,12,8,23,37,4,6,3,14,3,16,2,1,,,,
leeuw_0232,Leeuwarder Courant,Gokken met dividend,2017-11-09,in het nieuws,2,442,,4,,,,,4,25,176,437,2,261,33,48,30,20,48,108,11,14,14,47,12,49,3,2,,,,
leeuw_0233,Leeuwarder Courant,Rode oortjes in de Tweede Kamer om 'dividendmonster',2017-11-10,in het nieuws,4,542,TOBIAS DEN HARTOG,4,,,1,1,6,38,263,611,4,348,26,68,43,35,53,137,13,32,12,92,17,81,2,2,,,1,1
leeuw_0234,Leeuwarder Courant,Kabinet onderschatte de weerstand,2017-11-10,in het nieuws,4,377,LAURENS KOK,3,,,,,3,25,184,448,2,264,20,45,44,18,37,105,4,23,19,62,10,60,1,2,,,,
leeuw_0235,Leeuwarder Courant,Brexit loopt vast op '60 miljard',2017-11-11,in het nieuws,6,478,FRANS BOOGAARD,5,1,,,2,8,26,227,547,5,320,32,61,39,30,50,131,14,31,12,68,11,64,4,3,1,,,1
leeuw_0236,Leeuwarder Courant,Brits parlement ruikt bloed Theresa May,2017-11-13,advertenties,6,413,HANS VAN ZON,1,,,,,1,23,226,482,1,256,26,56,34,15,65,115,7,28,11,45,11,67,2,1,,,,
leeuw_0237,Leeuwarder Courant,Parlement stemt over brexitdeal,2017-11-14,advertenties,8,87,,,,,,,,6,41,91,0,50,7,10,5,5,13,17,,5,2,10,1,16,,,,,,
